
Spine Attachment Pt Position X
 ==================== 
Spine Attachment Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-96.1809,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000005322,
-83.0331,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005323,
-63.0403,µm,Spine,Spine Attachment Pt Position,7,6,1,,610000005323,
-101.855,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000005323,
-96.0668,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000005323,
-101.638,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005324,
-95.5039,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000005324,
-62.7755,µm,Spine,Spine Attachment Pt Position,7,5,1,,610000005324,
-90.4871,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005325,
-85.1733,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000005325,
-99.5136,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000005325,
-62.6618,µm,Spine,Spine Attachment Pt Position,7,5,1,,610000005325,
-92.6841,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000005326,
-62.6199,µm,Spine,Spine Attachment Pt Position,6,5,1,,610000005326,
-85.6327,µm,Spine,Spine Attachment Pt Position,6,1,1,,610000005326,
-101.033,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000005327,
-89.5982,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005327,
-66.2153,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000005327,
-87.5476,µm,Spine,Spine Attachment Pt Position,9,2,1,,610000005327,
-101.322,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000005328,
-67.8952,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000005328,
-89.5802,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005328,
-98.0797,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000005329,
-86.3307,µm,Spine,Spine Attachment Pt Position,9,3,1,,610000005329,
-69.6248,µm,Spine,Spine Attachment Pt Position,8,5,1,,610000005329,
-98.0523,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000005330,
-87.911,µm,Spine,Spine Attachment Pt Position,12,4,1,,610000005330,
-89.1804,µm,Spine,Spine Attachment Pt Position,7,1,1,,610000005330,
-104.408,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005331,
-88.9846,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000005331,
-87.9114,µm,Spine,Spine Attachment Pt Position,12,4,1,,610000005331,
-71.0986,µm,Spine,Spine Attachment Pt Position,10,4,1,,610000005331,
-101.7,µm,Spine,Spine Attachment Pt Position,8,4,1,,610000005332,
-89.1072,µm,Spine,Spine Attachment Pt Position,6,1,1,,610000005332,
-70.2136,µm,Spine,Spine Attachment Pt Position,9,4,1,,610000005332,
-88.0405,µm,Spine,Spine Attachment Pt Position,13,4,1,,610000005332,
-89.8901,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000005333,
-70.8501,µm,Spine,Spine Attachment Pt Position,11,5,1,,610000005333,
-93.829,µm,Spine,Spine Attachment Pt Position,19,6,1,,610000005333,
-89.8106,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000005334,
-84.9989,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005334,
-102.788,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000005334,
-71.3685,µm,Spine,Spine Attachment Pt Position,11,5,1,,610000005334,
-90.0012,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000005335,
-102.949,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000005335,
-71.6587,µm,Spine,Spine Attachment Pt Position,11,5,1,,610000005335,
-87.1534,µm,Spine,Spine Attachment Pt Position,8,2,1,,610000005335,
-90.4267,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005336,
-86.9799,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005336,
-103.423,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000005336,
-72.1395,µm,Spine,Spine Attachment Pt Position,12,7,1,,610000005336,
-64.3897,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005337,
-88.4542,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005337,
-86.6007,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005337,
-64.9578,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005338,
-88.1099,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005338,
-86.9981,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005338,
-104.607,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000005338,
-87.6289,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005339,
-88.834,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005340,
-104.667,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000005340,
-106.557,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000005341,
-79.8212,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005341,
-106.724,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000005342,
-79.3966,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005342,
-108.513,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000005343,
-108.159,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000005344,
-109.699,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000005345,
-109.864,µm,Spine,Spine Attachment Pt Position,8,3,1,,610000005346,
-104.295,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005349,
-103.696,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005350,
-101.909,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000005351,
-100.894,µm,Spine,Spine Attachment Pt Position,8,3,1,,610000005352,
-101.291,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005353,
-102.664,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005354,
-104.225,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005355,
-105.295,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000005356,
-104.981,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005357,
-106.017,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000005358,
-108.551,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005359,
-107.994,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005360,
-107.938,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005361,
-107.91,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005362,
-107.978,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005363,
-108.066,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005364,
-109.061,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000005365,
-109.809,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005366,
-110.09,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005367,
-110.248,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000005368,
-109.911,µm,Spine,Spine Attachment Pt Position,5,4,1,,610000005369,
-110.202,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005371,
-109.143,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005372,
-109.593,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005373,
-105.376,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005374,
