
Spine Attachment Pt Position Z
 ==================== 
Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1552.76,µm,Spine,Spine Attachment Pt Position,8,5,1,,610000005499,
1551.49,µm,Spine,Spine Attachment Pt Position,8,5,1,,610000005500,
1550.68,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000005501,
1549.2,µm,Spine,Spine Attachment Pt Position,7,5,1,,610000005502,
1542.48,µm,Spine,Spine Attachment Pt Position,9,5,1,,610000005504,
1547.19,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000005507,
1552.53,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000005509,
1552.84,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005510,
1556.61,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005513,
1555.17,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000005514,
1555.23,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005515,
1556.4,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000005516,
1555.04,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000005517,
1550.42,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005518,
1548.33,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000005519,
1547.91,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005520,
1546.99,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000005521,
1549.84,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005522,
1547.8,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005523,
1543.89,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000005524,
1542.15,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000005525,
1540.64,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000005526,
