
Spine Attachment Pt Position X
 ==================== 
Spine Attachment Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1384.11,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000003956,
1372.01,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000004050,
1374.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004050,
1368.99,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004051,
1371.61,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000004052,
1361.51,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000004052,
1362.21,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000004053,
1369.12,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004053,
1361.13,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000004054,
1363.74,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004054,
1360.84,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000004055,
1357.49,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004055,
1357.84,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004056,
1361.01,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000004056,
1352.45,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000004057,
1367.25,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004057,
1351.42,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000004058,
1369.6,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004058,
1369.15,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004059,
1351.1,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000004059,
1351.09,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000004060,
1362.86,µm,Spine,Spine Attachment Pt Position,3,4,1,,610000004060,
1374.94,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004061,
1348.12,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000004061,
1351.34,µm,Spine,Spine Attachment Pt Position,6,5,1,,610000004062,
1373.86,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004062,
1352.05,µm,Spine,Spine Attachment Pt Position,6,5,1,,610000004063,
1372.83,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004063,
1358.35,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004064,
1388.42,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000004064,
1380.27,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000004065,
1364.7,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004065,
1375.46,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004066,
1370.18,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004067,
1359.51,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000004067,
1369.41,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000004068,
1359.33,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000004068,
1361.79,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004069,
1358.71,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000004069,
1365.81,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004070,
1383.86,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004070,
1366.61,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004071,
1384.95,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004071,
1379.74,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000004072,
1367.01,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004073,
1362.43,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004074,
1379.95,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004074,
1363.01,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004075,
1384.51,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004075,
1368.29,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004076,
1382,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004077,
1381.48,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004078,
1381.69,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004079,
