
Spine Attachment Pt Position Z
 ==================== 
Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1466.24,µm,Spine,Spine Attachment Pt Position,6,1,1,,610000006058,
1464.44,µm,Spine,Spine Attachment Pt Position,8,5,1,,610000006058,
1464.26,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006059,
1464.52,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000006059,
1464.43,µm,Spine,Spine Attachment Pt Position,11,6,1,,610000006059,
1464.05,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000006060,
1464.48,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000006060,
1464.93,µm,Spine,Spine Attachment Pt Position,10,5,1,,610000006060,
1465.63,µm,Spine,Spine Attachment Pt Position,13,6,1,,610000006061,
1464.26,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000006062,
1463.51,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006062,
1463.88,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000006062,
1463.21,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006063,
1463.27,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000006063,
1462.51,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000006063,
1462.43,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006064,
1463.01,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000006065,
1465.54,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006065,
1466.78,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006066,
1465.19,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000006067,
1466.1,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000006067,
1464.15,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006068,
1464.81,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000006068,
1464.35,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000006069,
1462.98,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000006069,
1464.08,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000006070,
1462.95,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000006070,
1464.97,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006071,
1465.06,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000006072,
1466.09,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000006073,
1464.81,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000006073,
1465.14,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000006074,
