
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-16721.3,20232,1466.43,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003440,
-16719.3,20231.9,1465.92,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003442,
-16712.2,20231.7,1467.16,µm,Spine,Spine Attachment Pt Position,10,3,1,100000001,610000003045,
-16712.4,20231.9,1467.26,µm,Spine,Spine Attachment Pt Position,10,3,1,,610000003463,
-16712.5,20232.5,1467.62,µm,Spine,Spine Attachment Pt Position,10,4,1,,610000003464,
-16721.9,20226.5,1463.68,µm,Spine,Spine Attachment Pt Position,10,6,1,100000001,610000003128,
-16712,20231.2,1466.97,µm,Spine,Spine Attachment Pt Position,11,3,1,100000001,610000003103,
-16713.9,20234.7,1466.08,µm,Spine,Spine Attachment Pt Position,11,4,1,,610000003468,
-16713.3,20235.7,1467.1,µm,Spine,Spine Attachment Pt Position,11,5,1,100000001,610000003138,
-16713,20236.7,1467.17,µm,Spine,Spine Attachment Pt Position,12,5,1,,610000003467,
-16714,20236.5,1467.3,µm,Spine,Spine Attachment Pt Position,12,6,1,100000001,610000003125,
-16714,20234.1,1464.9,µm,Spine,Spine Attachment Pt Position,14,4,1,100000001,610000003003,
-16713.8,20233.9,1464.8,µm,Spine,Spine Attachment Pt Position,14,4,1,100000001,610000003071,
-16715.7,20237.9,1466,µm,Spine,Spine Attachment Pt Position,15,7,1,,610000003474,
-16715.7,20237.6,1466.01,µm,Spine,Spine Attachment Pt Position,15,7,1,,610000003475,
-16711.6,20230.2,1464.89,µm,Spine,Spine Attachment Pt Position,17,4,1,100000001,610000003067,
-16711.7,20230.3,1464.91,µm,Spine,Spine Attachment Pt Position,17,4,1,,610000003476,
-16716.8,20240.2,1466.39,µm,Spine,Spine Attachment Pt Position,18,7,1,,610000003473,
-16711.8,20228.1,1463.8,µm,Spine,Spine Attachment Pt Position,19,4,1,100000001,610000003148,
-16717.7,20242.2,1466.54,µm,Spine,Spine Attachment Pt Position,19,7,1,,610000003470,
-16717.5,20242,1466.53,µm,Spine,Spine Attachment Pt Position,19,7,1,,610000003471,
-16717.4,20241.8,1466.59,µm,Spine,Spine Attachment Pt Position,19,7,1,,610000003472,
-16717,20241.8,1466.92,µm,Spine,Spine Attachment Pt Position,19,8,1,100000001,610000003027,
-16717.8,20231.6,1465.8,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000002983,
-16722.3,20231.8,1465.76,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000002986,
-16721,20231.4,1465.66,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000003049,
-16717.6,20231.6,1465.88,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000003078,
-16721.6,20231.7,1465.91,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000003107,
-16717.9,20242.8,1466.65,µm,Spine,Spine Attachment Pt Position,20,7,1,100000001,610000003140,
-16718.2,20243.7,1467.16,µm,Spine,Spine Attachment Pt Position,20,7,1,,610000003469,
-16718.5,20230.8,1465.57,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000003452,
-16716.4,20231.6,1466.9,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000003455,
-16723.1,20232.2,1465.03,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000003438,
-16718.8,20229.2,1465.58,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000003444,
-16718.7,20229.9,1465.51,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000003445,
-16720,20233.3,1465.87,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000003117,
-16719.2,20234.9,1466.31,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000003439,
-16716.3,20229.2,1466.8,µm,Spine,Spine Attachment Pt Position,5,3,1,100000001,610000003005,
-16720.4,20233.2,1465.8,µm,Spine,Spine Attachment Pt Position,5,3,1,100000001,610000003069,
-16719.6,20229.9,1464.76,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000003451,
-16716.1,20229,1466.83,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000003453,
-16715.4,20231.3,1466.52,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000003457,
-16717.1,20231.2,1467.49,µm,Spine,Spine Attachment Pt Position,5,4,1,,610000003454,
-16718.1,20228.9,1464.64,µm,Spine,Spine Attachment Pt Position,5,5,1,100000001,610000003012,
-16715.9,20230.6,1466.32,µm,Spine,Spine Attachment Pt Position,6,3,1,100000001,610000003057,
-16723.7,20231.8,1465.03,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000003437,
-16714.4,20227.4,1465.51,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000003456,
-16715.3,20232.3,1466.47,µm,Spine,Spine Attachment Pt Position,6,4,1,100000001,610000002999,
-16715.6,20232.3,1466.36,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000003460,
-16715.4,20232.3,1466.41,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000003461,
-16718.7,20230.1,1464.28,µm,Spine,Spine Attachment Pt Position,6,5,1,100000001,610000003100,
-16718.8,20230.1,1464.29,µm,Spine,Spine Attachment Pt Position,6,5,1,,610000003450,
-16720.3,20223.5,1463.78,µm,Spine,Spine Attachment Pt Position,7,4,1,100000001,610000003043,
-16719.3,20227.2,1464.24,µm,Spine,Spine Attachment Pt Position,7,4,1,100000001,610000003131,
-16725,20230.9,1464.94,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000003434,
-16725,20230.9,1464.91,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000003435,
-16724.8,20231.2,1464.91,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000003436,
-16720.5,20223,1463.82,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000003443,
-16715.2,20232.3,1467.27,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000003462,
-16719.9,20230.1,1463.84,µm,Spine,Spine Attachment Pt Position,7,5,1,100000001,610000003021,
-16724.6,20232.1,1464.97,µm,Spine,Spine Attachment Pt Position,7,5,1,100000001,610000003076,
-16719.9,20229.4,1463.41,µm,Spine,Spine Attachment Pt Position,7,5,1,100000001,610000003152,
-16724.7,20231.5,1464.94,µm,Spine,Spine Attachment Pt Position,7,5,1,100000001,610000003160,
-16724.8,20233,1465.22,µm,Spine,Spine Attachment Pt Position,7,5,1,,610000003433,
-16720,20228.9,1463.25,µm,Spine,Spine Attachment Pt Position,7,5,1,,610000003446,
-16720,20229.3,1463.36,µm,Spine,Spine Attachment Pt Position,7,5,1,,610000003447,
-16715.9,20233.1,1466.36,µm,Spine,Spine Attachment Pt Position,7,5,1,,610000003458,
-16720,20230.3,1463.55,µm,Spine,Spine Attachment Pt Position,8,4,1,,610000003449,
-16719.7,20230.4,1463.52,µm,Spine,Spine Attachment Pt Position,8,5,1,,610000003448,
-16712.8,20232.8,1467.53,µm,Spine,Spine Attachment Pt Position,9,4,1,100000001,610000003087,
-16712.9,20232.7,1467.49,µm,Spine,Spine Attachment Pt Position,9,4,1,,610000003465,
-16712.6,20233.2,1467.41,µm,Spine,Spine Attachment Pt Position,9,4,1,,610000003466,
