
Filament No. Segment Branches
 ==================== 
Filament No. Segment Branches,Unit,Category,Distance,Time,ID,
5,,Filament,73.000,1,100000000,
5,,Filament,74.000,1,100000000,
5,,Filament,75.000,1,100000000,
4,,Filament,76.000,1,100000000,
3,,Filament,77.000,1,100000000,
2,,Filament,78.000,1,100000000,
1,,Filament,79.000,1,100000000,
0,,Filament,80.000,1,100000000,
0,,Filament,0.000,1,100000001,
1,,Filament,1.000,1,100000001,
1,,Filament,2.000,1,100000001,
1,,Filament,3.000,1,100000001,
2,,Filament,4.000,1,100000001,
2,,Filament,5.000,1,100000001,
2,,Filament,6.000,1,100000001,
2,,Filament,7.000,1,100000001,
4,,Filament,8.000,1,100000001,
4,,Filament,9.000,1,100000001,
6,,Filament,10.000,1,100000001,
5,,Filament,11.000,1,100000001,
5,,Filament,12.000,1,100000001,
5,,Filament,13.000,1,100000001,
4,,Filament,14.000,1,100000001,
4,,Filament,15.000,1,100000001,
4,,Filament,16.000,1,100000001,
6,,Filament,17.000,1,100000001,
6,,Filament,18.000,1,100000001,
6,,Filament,19.000,1,100000001,
7,,Filament,20.000,1,100000001,
5,,Filament,21.000,1,100000001,
5,,Filament,22.000,1,100000001,
2,,Filament,23.000,1,100000001,
3,,Filament,24.000,1,100000001,
4,,Filament,25.000,1,100000001,
4,,Filament,26.000,1,100000001,
4,,Filament,27.000,1,100000001,
4,,Filament,28.000,1,100000001,
6,,Filament,29.000,1,100000001,
8,,Filament,30.000,1,100000001,
7,,Filament,31.000,1,100000001,
6,,Filament,32.000,1,100000001,
5,,Filament,33.000,1,100000001,
5,,Filament,34.000,1,100000001,
6,,Filament,35.000,1,100000001,
5,,Filament,36.000,1,100000001,
5,,Filament,37.000,1,100000001,
6,,Filament,38.000,1,100000001,
3,,Filament,39.000,1,100000001,
3,,Filament,40.000,1,100000001,
3,,Filament,41.000,1,100000001,
2,,Filament,42.000,1,100000001,
2,,Filament,43.000,1,100000001,
2,,Filament,44.000,1,100000001,
2,,Filament,45.000,1,100000001,
2,,Filament,46.000,1,100000001,
1,,Filament,47.000,1,100000001,
1,,Filament,48.000,1,100000001,
1,,Filament,49.000,1,100000001,
1,,Filament,50.000,1,100000001,
0,,Filament,51.000,1,100000001,
0,,Filament,0.000,1,100000002,
5,,Filament,1.000,1,100000002,
6,,Filament,2.000,1,100000002,
6,,Filament,3.000,1,100000002,
5,,Filament,4.000,1,100000002,
5,,Filament,5.000,1,100000002,
5,,Filament,6.000,1,100000002,
6,,Filament,7.000,1,100000002,
6,,Filament,8.000,1,100000002,
8,,Filament,9.000,1,100000002,
9,,Filament,10.000,1,100000002,
9,,Filament,11.000,1,100000002,
10,,Filament,12.000,1,100000002,
11,,Filament,13.000,1,100000002,
12,,Filament,14.000,1,100000002,
14,,Filament,15.000,1,100000002,
14,,Filament,16.000,1,100000002,
11,,Filament,17.000,1,100000002,
13,,Filament,18.000,1,100000002,
14,,Filament,19.000,1,100000002,
13,,Filament,20.000,1,100000002,
15,,Filament,21.000,1,100000002,
12,,Filament,22.000,1,100000002,
9,,Filament,23.000,1,100000002,
8,,Filament,24.000,1,100000002,
8,,Filament,25.000,1,100000002,
9,,Filament,26.000,1,100000002,
9,,Filament,27.000,1,100000002,
7,,Filament,28.000,1,100000002,
8,,Filament,29.000,1,100000002,
6,,Filament,30.000,1,100000002,
7,,Filament,31.000,1,100000002,
7,,Filament,32.000,1,100000002,
8,,Filament,33.000,1,100000002,
9,,Filament,34.000,1,100000002,
9,,Filament,35.000,1,100000002,
7,,Filament,36.000,1,100000002,
7,,Filament,37.000,1,100000002,
7,,Filament,38.000,1,100000002,
6,,Filament,39.000,1,100000002,
5,,Filament,40.000,1,100000002,
4,,Filament,41.000,1,100000002,
4,,Filament,42.000,1,100000002,
3,,Filament,43.000,1,100000002,
3,,Filament,44.000,1,100000002,
3,,Filament,45.000,1,100000002,
3,,Filament,46.000,1,100000002,
3,,Filament,47.000,1,100000002,
1,,Filament,48.000,1,100000002,
1,,Filament,49.000,1,100000002,
1,,Filament,50.000,1,100000002,
0,,Filament,51.000,1,100000002,
