
Spine Attachment Pt Position Y
 ==================== 
Spine Attachment Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20107.4,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000012293,
20114.8,µm,Spine,Spine Attachment Pt Position,8,2,1,,610000012293,
20124.2,µm,Spine,Spine Attachment Pt Position,10,4,1,,610000012294,
20106.2,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000012295,
20128.2,µm,Spine,Spine Attachment Pt Position,8,3,1,,610000012295,
20105.9,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000012296,
20106.3,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000012296,
20096.9,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000012297,
20116.3,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000012297,
20095.7,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000012298,
20108.8,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000012298,
20129,µm,Spine,Spine Attachment Pt Position,10,6,1,,610000012299,
20141.5,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000012299,
20114.5,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000012300,
20142.3,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000012300,
20148.4,µm,Spine,Spine Attachment Pt Position,6,5,1,,610000012301,
20109.9,µm,Spine,Spine Attachment Pt Position,12,5,1,,610000012301,
20150.2,µm,Spine,Spine Attachment Pt Position,5,4,1,,610000012302,
20110.3,µm,Spine,Spine Attachment Pt Position,10,5,1,,610000012302,
20143.8,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000012303,
20108.7,µm,Spine,Spine Attachment Pt Position,10,6,1,,610000012303,
20111.7,µm,Spine,Spine Attachment Pt Position,8,5,1,,610000012304,
20149,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000012304,
20111.9,µm,Spine,Spine Attachment Pt Position,8,5,1,,610000012305,
20148.8,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000012305,
20149,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000012306,
20143.6,µm,Spine,Spine Attachment Pt Position,19,5,1,,610000012306,
20146.5,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000012307,
20097.2,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000012307,
20104.5,µm,Spine,Spine Attachment Pt Position,5,4,1,,610000012308,
20143.8,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000012308,
20149.3,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000012309,
20105.9,µm,Spine,Spine Attachment Pt Position,5,5,1,,610000012309,
20153.3,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000012310,
20093.6,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000012310,
20153.9,µm,Spine,Spine Attachment Pt Position,5,1,1,,610000012312,
20153.9,µm,Spine,Spine Attachment Pt Position,5,1,1,,610000012313,
20155.6,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000012314,
20139.1,µm,Spine,Spine Attachment Pt Position,15,5,1,,610000012315,
20141.6,µm,Spine,Spine Attachment Pt Position,14,5,1,,610000012316,
20148.3,µm,Spine,Spine Attachment Pt Position,11,5,1,,610000012318,
20152.3,µm,Spine,Spine Attachment Pt Position,10,4,1,,610000012319,
20157.5,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000012320,
20179.6,µm,Spine,Spine Attachment Pt Position,18,6,1,,610000012322,
20180.6,µm,Spine,Spine Attachment Pt Position,18,6,1,,610000012323,
20183.1,µm,Spine,Spine Attachment Pt Position,18,5,1,,610000012324,
20176.1,µm,Spine,Spine Attachment Pt Position,9,5,1,,610000012327,
20174.6,µm,Spine,Spine Attachment Pt Position,9,5,1,,610000012328,
20171.4,µm,Spine,Spine Attachment Pt Position,10,5,1,,610000012329,
20133.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000012330,
20140.1,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000012332,
20141,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000012335,
20143.2,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000012336,
20136.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000012337,
20131.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000012339,
