
Spine Attachment Pt Position Z
 ==================== 
Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1432.01,µm,Spine,Spine Attachment Pt Position,5,1,1,,610000004514,
1433.59,µm,Spine,Spine Attachment Pt Position,16,3,1,,610000004514,
1432.25,µm,Spine,Spine Attachment Pt Position,15,4,1,,610000004515,
1432.54,µm,Spine,Spine Attachment Pt Position,7,1,1,,610000004515,
1432.6,µm,Spine,Spine Attachment Pt Position,7,1,1,,610000004516,
1432.63,µm,Spine,Spine Attachment Pt Position,8,2,1,,610000004517,
1432.58,µm,Spine,Spine Attachment Pt Position,17,5,1,,610000004517,
1432.68,µm,Spine,Spine Attachment Pt Position,8,2,1,,610000004518,
1432.52,µm,Spine,Spine Attachment Pt Position,16,5,1,,610000004518,
1432.38,µm,Spine,Spine Attachment Pt Position,10,4,1,,610000004519,
1432.36,µm,Spine,Spine Attachment Pt Position,16,5,1,,610000004519,
1434.03,µm,Spine,Spine Attachment Pt Position,20,5,1,,610000004520,
1432.49,µm,Spine,Spine Attachment Pt Position,10,3,1,,610000004520,
1433.89,µm,Spine,Spine Attachment Pt Position,20,5,1,,610000004521,
1432.8,µm,Spine,Spine Attachment Pt Position,14,6,1,,610000004521,
1433.01,µm,Spine,Spine Attachment Pt Position,12,4,1,,610000004522,
1432.4,µm,Spine,Spine Attachment Pt Position,17,4,1,,610000004522,
1433.89,µm,Spine,Spine Attachment Pt Position,12,3,1,,610000004523,
1431.68,µm,Spine,Spine Attachment Pt Position,19,5,1,,610000004523,
1432.33,µm,Spine,Spine Attachment Pt Position,15,4,1,,610000004524,
1432,µm,Spine,Spine Attachment Pt Position,20,6,1,,610000004524,
1432.29,µm,Spine,Spine Attachment Pt Position,15,4,1,,610000004525,
1431.96,µm,Spine,Spine Attachment Pt Position,20,6,1,,610000004525,
1431.7,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004526,
1431.99,µm,Spine,Spine Attachment Pt Position,21,6,1,,610000004526,
1431.69,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004527,
1431.97,µm,Spine,Spine Attachment Pt Position,21,6,1,,610000004527,
1431.21,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004528,
1431.56,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004528,
1431.41,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004529,
1431.73,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004529,
1431.91,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004530,
1432.13,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004531,
1432.56,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004532,
1435.13,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000004533,
1431.91,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000004535,
1431.51,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000004536,
1431.74,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000004537,
1432.29,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000004538,
1432.25,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000004539,
1431.25,µm,Spine,Spine Attachment Pt Position,11,6,1,,610000004540,
1431.44,µm,Spine,Spine Attachment Pt Position,11,6,1,,610000004541,
1431.48,µm,Spine,Spine Attachment Pt Position,11,6,1,,610000004542,
1431.42,µm,Spine,Spine Attachment Pt Position,9,4,1,,610000004543,
1431.37,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000004544,
1432.01,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000004545,
1431.42,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004546,
1431.57,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000004547,
1431.46,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004549,
